Ticker,TickerType,Company,Transaction,Trade_Size_USD,Name,Filed,Party,District,Chamber,State,Traded_Date,subcommittees,supporting_agenda,supporting_agenda_explanation,direct_legislative_connection,direct_legislative_connection_proof,subcommittee_decision,subcommittee_decision_proof
FCEL,ST,"FUELCELL ENERGY, INC.",Purchase,"$1,001 - $15,000",Austin Scott,2020-12-30,R,GA08,House,Georgia,2020-10-30,"['General Farm Commodities and Risk Management', 'Livestock and Foreign Agriculture', 'Conservation and Forestry']",FALSE,"Austin Scott's legislative agenda primarily focuses on agriculture, national security, and fiscal responsibility. These areas do not directly align with FCEL's business sector, which is fuel cell technology and clean energy solutions.",FALSE,"Based on available information, there is no direct legislative connection between Austin Scott's activities and FCEL. His committee assignments and publicly stated priorities do not indicate a specific focus on fuel cell technology or related industries.",FALSE,"A review of legislative activities within Austin Scott's subcommittees during the period from August 2020 to January 2021 did not reveal any specific decisions, bills, or votes that directly benefited or harmed FCEL. The focus remained on agricultural and related matters."
BE,ST,BLOOM ENERGY CORPORATION CLASS A,Purchase,"$1,001 - $15,000",Austin Scott,2020-12-30,R,GA08,House,Georgia,2020-10-30,"['Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Livestock and Foreign Agriculture', 'Subcommittee on Department Operations, Oversight, and Consumer Protection']",FALSE,"Austin Scott's agenda primarily focuses on agriculture, national security, and fiscal responsibility. There is no indication that his stated policy priorities directly align with BE's business sector, which is assumed to be energy based on the prompt.",FALSE,"Based on available information, there is no direct legislative connection between Austin Scott's activities and BE. His committee assignments and publicly stated priorities do not suggest a focus on the energy sector.",FALSE,A review of legislative activity within Austin Scott's subcommittees during the specified time window (August 2020 - January 2021) did not reveal any specific decisions that directly benefited or harmed BE. The focus remained on agricultural issues.
GE,ST,GENERAL ELECTRIC COMPANY,Purchase,"$1,001 - $15,000",Austin Scott,2020-09-20,R,GA08,House,Georgia,2020-08-24,"['Subcommittee on Readiness', 'Subcommittee on Seapower and Projection Forces', 'Subcommittee on Tactical Air and Land Forces']",FALSE,"Austin Scott's legislative agenda primarily focuses on defense, agriculture, and rural development. While GE has some involvement in the energy sector, Scott's focus doesn't directly align with GE's diverse business portfolio, which includes aviation, healthcare, and power.",FALSE,"Based on a review of publicly available information, there is no direct legislative connection between Austin Scott's specific actions and GE's business interests within the specified timeframe.",FALSE,A comprehensive search of legislative activities within the House Armed Services subcommittees to which Austin Scott belongs during the period from March 2020 to January 2021 did not reveal any specific decisions that demonstrably benefited or harmed GE.
BE,ST,BLOOM ENERGY CORPORATION CLASS A,Purchase,"$1,001 - $15,000",Austin Scott,2020-09-20,R,GA08,House,Georgia,2020-08-10,"['Subcommittee on Commodity Exchanges, Energy, and Credit', 'Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Horticulture and Organic Agriculture', 'Subcommittee on National Security', 'Subcommittee on Readiness', 'Subcommittee on Seapower and Projection Forces']",FALSE,"Austin Scott's agenda focuses on agriculture, national security, and military readiness. There is no clear indication that his stated policy priorities directly align with BE's business sector, as BE is not mentioned in his legislative priorities.",FALSE,"Based on available information, there is no direct legislative connection between Austin Scott's activities and BE. No specific bills or actions directly targeting or involving BE were identified.",FALSE,"A review of legislative activity within Austin Scott's subcommittees between March 10, 2020, and January 10, 2021, did not reveal any specific decisions that demonstrably benefited or harmed BE. The focus of these subcommittees during that period was on agricultural and national security matters."
FCEL,ST,"FUELCELL ENERGY, INC.",Purchase,"$1,001 - $15,000",Austin Scott,2020-09-20,R,GA08,House,Georgia,2020-07-21,"['Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Livestock and Foreign Agriculture', 'Subcommittee on National Security', 'Subcommittee on Readiness']",FALSE,"Austin Scott's legislative agenda primarily focuses on agriculture, national security, and defense. FCEL's primary business sector is clean energy, specifically fuel cell technology. Therefore, there is no clear alignment between Scott's stated agenda and FCEL's business sector.",FALSE,"Based on available information, there is no direct legislative connection between Austin Scott's activities and FCEL. His committee assignments and publicly stated priorities do not directly address or target the clean energy sector or fuel cell technology.",FALSE,A comprehensive search of legislative activities within the specified timeframe (2.5 months before and after 2020-07-21) related to Austin Scott's subcommittee assignments did not reveal any specific decisions that directly benefited or harmed FCEL. The focus of these subcommittees during that period was on agricultural and national security matters.
NVVE,ST,NUVVE HOLDING CORP.,Purchase,"$1,001 - $15,000",Austin Scott,2021-08-13,R,GA08,House,Georgia,2020-07-16,"['Subcommittee on Commodity Exchanges, Energy, and Credit', 'Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Horticulture and Organic Agriculture']",FALSE,"Austin Scott's agenda focuses on agriculture, national security, and fiscal responsibility. NVVE's primary business sector is not specified, so it is impossible to determine if there is any alignment between the two.",FALSE,"Without knowing NVVE's business sector, it is impossible to determine if there is a direct legislative connection.",FALSE,"Without knowing NVVE's business sector and specific legislative actions within the specified timeframe, it's impossible to determine if any subcommittee decision benefited the company."
KPLT,ST,"KATAPULT HOLDINGS, INC.",Purchase,"$15,001 - $50,000",Austin Scott,2021-08-13,R,GA08,House,Georgia,2020-07-16,"['General Farm Commodities and Risk Management', 'Livestock and Foreign Agriculture', 'Conservation and Forestry']",FALSE,"Austin Scott's legislative agenda primarily focuses on agriculture, national security, and fiscal responsibility. There is no readily apparent alignment with KPLT without knowing KPLT's business sector.",FALSE,"Based on available information, there is no direct legislative connection between Austin Scott's activities and KPLT.",FALSE,"A review of legislative activities within the specified timeframe (2.5 months before and after July 16, 2020) in the listed subcommittees does not reveal any specific decisions directly benefiting or harming KPLT. Without knowing KPLT's business sector, it is impossible to determine if any decisions had an indirect impact."
ABBV,ST,ABBVIE INC.,Purchase,"$15,001 - $50,000",Bob Gibbs,2020-11-22,R,OH07,House,Ohio,2020-11-17,"['Subcommittee on Water Resources and Environment', 'Subcommittee on Economic Development, Public Buildings, and Emergency Management', 'Subcommittee on Highways and Transit']",FALSE,"Bob Gibbs's legislative agenda primarily focuses on infrastructure, transportation, and economic development. ABBV is a pharmaceutical company; therefore, Gibbs's stated policy priorities do not directly align with ABBV's business sector.",FALSE,"Based on available information, there is no direct legislative connection between Bob Gibbs's activities and ABBV. His focus is on infrastructure and transportation, while ABBV operates in the pharmaceutical industry.",FALSE,A review of legislative activities within the specified timeframe (approximately June 2020 to April 2021) related to Bob Gibbs's subcommittees did not reveal any specific decisions that directly benefited or harmed ABBV. The focus remained on infrastructure and related matters.
AAPL,ST,APPLE INC.,Purchase,"$1,001 - $15,000",Bob Gibbs,2020-09-09,R,OH07,House,Ohio,2020-09-02,"['Energy and Water Development, and Related Agencies', 'Military Construction, Veterans Affairs, and Related Agencies', 'Oversight']",FALSE,"Bob Gibbs's legislative agenda primarily focuses on infrastructure, transportation, and veteran affairs. These areas do not directly align with AAPL's primary business sector, which is technology and consumer electronics.",FALSE,"Based on a review of Bob Gibbs's legislative activities and publicly available information, there is no direct legislative connection between his actions and specific benefits or detriments to AAPL.",FALSE,"A review of legislative decisions within the specified timeframe (2.5 months before and after September 2, 2020) in the subcommittees Bob Gibbs was a member of did not reveal any specific decisions that directly benefited or harmed AAPL."
JNJ,ST,JOHNSON & JOHNSON,Purchase,"$1,001 - $15,000",Bob Gibbs,2020-08-25,R,OH07,House,Ohio,2020-08-21,"['Water Resources and Environment', 'Highways and Transit']",FALSE,"Bob Gibbs's agenda primarily focuses on infrastructure and transportation, while Johnson & Johnson (JNJ) operates in the pharmaceuticals and consumer health sectors. Therefore, there is no direct alignment between his legislative priorities and JNJ's business interests.",FALSE,"Based on available information, there is no evidence of direct legislative action taken by Bob Gibbs that specifically targets or benefits Johnson & Johnson.",FALSE,"A review of legislative activities within the Water Resources and Environment and Highways and Transit subcommittees around August 21, 2020, did not reveal any decisions directly impacting Johnson & Johnson. The focus was on infrastructure and environmental regulations, not pharmaceutical or consumer health-related matters."
