politican_1,politican_2,legislative_collaboration,num_common_sponership_compaines_tickets,common_116_congress_committees,legislative_collaboration_evidence
Anthony E. Gonzalez,Nancy Pelosi,True,0,[],H.R.1423 - Safe Hydration is an American Right in Energy Development Act
Anthony E. Gonzalez,"Moran, Jerry",True,0,[],Both Representatives co-sponsored H.R.5378 - Special Envoy to Monitor and Combat Anti-Semitism Act of 2019.
Anthony E. Gonzalez,Mo Brooks,True,0,[],H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Anthony E. Gonzalez,"Perdue, David",False,0,[],
Anthony E. Gonzalez,Raúl M. Grijalva,False,0,[],
Anthony E. Gonzalez,Peter Welch,True,0,[],H.R.5404 - Promoting Digital Privacy Technologies Act
Anthony E. Gonzalez,Richard W. Allen,True,0,[],H.R.4996 - Promoting Digital Privacy Technologies Act
Anthony E. Gonzalez,"Peters, Gary",False,0,[],
Anthony E. Gonzalez,"Roberts, Pat",False,0,[],
Anthony E. Gonzalez,Rick Larsen,True,0,[],Both Representatives co-sponsored H.R.5434 - Promoting American Energy Production Act.
Anthony E. Gonzalez,Robert E. Latta,True,0,[],H.R.5404 - Promoting Value Based Care Act of 2019
Anthony E. Gonzalez,Robert J. Wittman,True,0,[],H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Anthony E. Gonzalez,Susan A. Davis,True,0,[],H.Res.773
Anthony E. Gonzalez,"Sullivan, Dan",True,0,[],"Both co-sponsored S.Res.503 - A resolution designating January 2020 as ""National Human Trafficking Prevention Month""."
Anthony E. Gonzalez,Susan W. Brooks,True,0,"[""Ways and Means"", ""Education and Labor""]",H.R.1418 - Investing in American Disaster Relief Act of 2019
Anthony E. Gonzalez,Roger W. Marshall,True,0,"[""Science, Space, and Technology"", ""Agriculture""]",H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Anthony E. Gonzalez,Susie Lee,True,0,[],H.R.5404 - To amend the Public Health Service Act to establish a grant program to provide assistance to local educational agencies to increase the number of school-based mental health services providers.
Anthony E. Gonzalez,Tom Malinowski,True,0,[],H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Anthony E. Gonzalez,Suzan K. Delbene,True,0,"[""Ways and Means""]",H.R.1423 - EMIT Act
Anthony E. Gonzalez,Thomas Suozzi,True,0,"[""Ways and Means""]",Both Gonzalez and Suozzi co-sponsored H.R.5404 - To amend the Internal Revenue Code of 1986 to extend the funding rate for deficit reduction.
Anthony E. Gonzalez,Tom Rice,True,0,"[""Financial Services"", ""Foreign Affairs""]",H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Anthony E. Gonzalez,"Toomey, Pat",True,0,[],H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Anthony E. Gonzalez,Virginia Foxx,True,0,"[""Education and Labor""]","H.R.5404 - Supporting the designation of February 2020 as ""Career and Technical Education Month""."
Anthony E. Gonzalez,"Toomey, Patrick",True,0,[],H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Anthony E. Gonzalez,Warren Davidson,True,0,"[""Financial Services""]",H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Anthony E. Gonzalez,W. Greg Steube,True,0,[],H.Res.875
Anthony E. Gonzalez,"Whitehouse, Sheldon",False,0,[],
Anthony E. Gonzalez,"Wicker, Roger",False,0,[],
Anthony E. Gonzalez,"Wyden, Ron",False,0,[],
Anthony E. Gonzalez,Zoe Lofgren,True,0,[],H.R.4829 - American Innovation and Choice Online Act
Anthony E. Gonzalez,William R. Timmons Iv,True,0,"[""Financial Services"", ""House - Financial Services Committee""]",H.R.5710 - To amend the Internal Revenue Code of 1986 to allow a credit against tax for amounts paid or incurred by small businesses to provide apprenticeship programs.
Austin Scott,Bob Gibbs,True,0,"[""Agriculture"", ""Oversight and Reform""]","Both Representatives co-sponsored H.R.5405 - To designate the facility of the United States Postal Service located at 110 Main Street in Whitesville, New York, as the ""Sergeant Mitchell T. Morgan Post Office""."
Austin Scott,Brian Higgins,True,0,[],H.Res. 874: Recognizing the contributions of community health centers to the health and well-being of the United States.
Austin Scott,Brian Mast,True,0,[],Both co-sponsored H.R.1327: National Guard and Reservists Debt Relief Extension Act of 2019.
Austin Scott,Carol Devine Miller,True,0,"[""Agriculture"", ""Ways and Means""]","H.R.4996: To designate the facility of the United States Postal Service located at 102 West Main Street in McLain, Mississippi, as the ""Corporal Gene Cole Post Office Building""."
Austin Scott,"Capito, Shelley Moore",True,0,[],H.Res. 246: Recognizing the importance of the Rural Broadband Program and its efforts to expand broadband service in rural areas.
Austin Scott,"Cassidy, Bill",True,0,[],H.R.499
Austin Scott,"Carper, Thomas R.",True,0,[],H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Austin Scott,Christopher L. Jacobs,True,0,[],H.Res. 1194: Recognizing the significance of the 100th anniversary of the establishment of diplomatic relations between the United States and Poland.
Austin Scott,Cindy Axne,True,0,"[""Agriculture"", ""Agriculture - Commodity Exchanges, Energy, and Credit"", ""Agriculture - General Farm Commodities and Risk Management""]",H.R.1423 - Rural Broadband Expansion Act of 2019
Austin Scott,Cheri Bustos,True,0,[],H.Res.673: Expressing the sense of the House of Representatives that the United States should work to increase the global supply of ventilators and other medical equipment necessary to combat the spread of COVID-19.
Austin Scott,Daniel Crenshaw,True,0,[],"Both Representatives co-sponsored H.R.5604 - To amend the Homeland Security Act of 2002 to establish a mentor-protégé program, and for other purposes."
Austin Scott,Daniel Meuser,True,0,"[""Small Business""]","Both representatives co-sponsored H.R.1327 - To designate the facility of the United States Postal Service located at 123 East Main Street in McLain, Mississippi, as the ""Specialist Shannon James Finley Post Office Building""."
Austin Scott,David B. Mckinley,True,0,[],Both co-sponsored H.R.5378 - Fallen Warrior Battlefield Cross Memorial Act.
Austin Scott,David E. Price,True,0,[],H.Res.68
Austin Scott,David Cheston Rouzer,True,0,"[""Agriculture""]",H.R.1327: To amend the Agricultural Marketing Act of 1946 to provide for an origin designation for beef.
Austin Scott,David Trone,True,0,[],H.Res. 887
Austin Scott,David P. Joyce,True,0,[],H.Res. 874: Expressing the sense of the House of Representatives that the United States should seek to negotiate a free trade agreement with the Republic of Kenya.
Austin Scott,Dean Phillips,True,0,[],"Both Representatives co-sponsored H.R.5404 - To amend the Small Business Act to improve the SCORE program, and for other purposes."
Austin Scott,Debbie Wasserman Schultz,True,0,[],H.Res. 246
Austin Scott,Debbie Dingell,True,0,[],H.Res.875: Expressing the sense of the House of Representatives that the United States should work to promote trilateral cooperation with the Republic of Korea and Japan to address shared national security interests and regional challenges.
Austin Scott,Donald Sternoff  Beyer Jr,True,0,"[""House Armed Services Committee""]",H.Res.470: Recognizing the contributions of community health centers to the health of the Nation.
Austin Scott,Donald Sternoff Beyer Jr,True,0,[],H.R.5404 - Preventing Future Pandemics Act of 2020
Austin Scott,Dwight Evans,True,0,[],H.Res.1364: Recognizing the 100th anniversary of the founding of the Philadelphia Tribune.
Austin Scott,Ed Perlmutter,True,0,[],H.Res.643
Austin Scott,Earl Blumenauer,True,0,[],H.Res. 245
Austin Scott,Gilbert Cisneros,True,0,[],H.Res. 246
Austin Scott,Garret Graves,True,0,[],"H.R.6133 - To designate the facility of the United States Postal Service located at 404 West Second Street in Morganza, Louisiana, as the ""Sheriff Raymond 'Ray' Allen Aucoin, Sr. Post Office Building""."
Austin Scott,Harley E. Rouda Jr.,True,0,[],H.Res.789
Austin Scott,Greg Gianforte,True,0,[],"Both Representatives co-sponsored H.R.5405 - To amend the Small Business Investment Act of 1958 to increase the amount of debentures which may be guaranteed by the Small Business Administration, and for other purposes."
Austin Scott,"Hoeven, John",True,0,[],"Both were co-sponsors of S.Res.471 - A resolution designating November 2019 as ""National Native American Heritage Month""."
Austin Scott,James French Hill,True,0,"[""Financial Services Committee""]",H.R.499
Austin Scott,James E. Banks,True,0,[],"Both were co-sponsors of H.R.4905 - To designate the facility of the United States Postal Service located at 202 East Church Street in Alamo, Georgia, as the ""Sergeant Buddy Alligood Post Office""."
Austin Scott,James E Hon Banks,True,0,[],"H.R.5404 - To designate the facility of the United States Postal Service located at 135 Main Street in Whitesville, New York, as the ""Sergeant Mitchell T. Morgan Post Office""."
Austin Scott,James R. Langevin,True,0,"[""Armed Services Committee""]",H.Res.443
Austin Scott,John A. Yarmuth,True,0,[],H.Res.774
Austin Scott,John Curtis,True,0,[],Both Representatives co-sponsored H.R.5395: Enhancing State Authority Over Pipelines Act.
Austin Scott,Joe Courtney,True,0,"[""Armed Services Committee""]","H.R.5404 - To designate the facility of the United States Postal Service located at 135 Main Street in Windsor, Connecticut, as the ""Sergeant Major Robert 'Bob' Young Post Office Building""."
Austin Scott,John Rutherford,True,0,"[""Armed Services Committee""]","Both Representatives co-sponsored H.R.499, the Protecting Military Installations from Drone Act."
Austin Scott,Justin Amash,True,0,[],H.Res.495: Expressing the sense of the House of Representatives that the United States should rejoin the Paris Agreement.
Austin Scott,Josh Gottheimer,True,0,[],Both representatives co-sponsored H.R.5315 - Ensuring American Security Networks Act of 2019.
Austin Scott,K. Michael Conaway,True,0,"[""Agriculture""]","H.R.5405 - To designate the facility of the United States Postal Service located at 110 West Main Street in Broxton, Georgia, as the ""Sergeant First Class Raymond R. Booker, Jr. Post Office Building""."
Austin Scott,Katherine M. Clark,True,0,[],H.Res.874
Austin Scott,Kathy Castor,True,0,[],H.Res.134
Austin Scott,Kevin Hern,True,0,[],Both Representatives co-sponsored H.R. 4996 - To amend the Internal Revenue Code of 1986 to allow a credit against tax for amounts paid by employers to provide paid family and medical leave to their employees.
Austin Scott,"King, Angus",True,0,[],H.R.4990 - Promoting Value Based Care Act of 2019
Austin Scott,"Loeffler, Kelly",True,0,[],H.Res.819
Austin Scott,Lloyd Doggett,True,0,"[""Agriculture"", ""Ways and Means""]",H.Res. 246
Austin Scott,Lois Frankel,True,0,[],H.Res.475
Austin Scott,Mark Dr Green,True,0,"[""Armed Services Committee""]",H.Res. 246: Expressing the sense of the House of Representatives that the United States should continue to prioritize the elimination of ISIS and al-Qaeda.
Austin Scott,Michael Garcia,False,0,[],
Austin Scott,Mark Green,True,0,"[""Armed Services Committee""]",Both Representatives co-sponsored H.R.5395 - Fallen Warrior Battlefield Cross Memorial Act.
Austin Scott,"McConnell, A. Mitchell Jr.",True,0,[],"They both co-sponsored S.Res.478: A resolution designating the week of November 15 through November 23, 2019, as ""National Farm-City Week""."
Austin Scott,Mo Brooks,True,0,[],H.Res. 246: Expressing the sense of the House of Representatives that the United States should prioritize the elimination of the Syrian regime's chemical weapons program.
Austin Scott,Michael Patrick Guest,True,0,"[""Armed Services Committee""]",H.Res. 246
Austin Scott,Michael K. Simpson,True,0,[],"H.R.5405 - To designate the facility of the United States Postal Service located at 135 Main Street in Whitesville, New York, as the ""Sergeant Mitchell T. Morgan Post Office""."
Austin Scott,Mikie Sherrill,True,0,[],H.Res. 246: Expressing the sense of the House of Representatives that the United States should work to modernize the North Atlantic Treaty Organization (NATO).
Austin Scott,Nancy Pelosi,False,0,[],
Austin Scott,"Moran, Jerry",True,0,"[""Agriculture"", ""Armed Services"", ""Veterans' Affairs""]","Both were co-sponsors of H.R. 499, the Supporting America's Innovators Act of 2019."
Austin Scott,Peter Welch,True,0,[],"Both Representatives co-sponsored H.R.5395 - To amend the Energy Policy and Conservation Act to improve energy savings with respect to certain residential buildings, and for other purposes."
Austin Scott,"Perdue, David",True,0,[],"Both were co-sponsors of S.Res.478: A resolution designating the week of November 15, 2020, through November 21, 2020, as ""National Farm-City Week""."
Austin Scott,Rick Larsen,True,0,"[""Armed Services""]",H.Res. 246
Austin Scott,Richard W. Allen,True,0,[],H.Res.77
Austin Scott,"Peters, Gary",True,0,[],"Both co-sponsored H.R.5395 - To designate the facility of the United States Postal Service located at 101 West Main Street in McLain, Mississippi, as the ""Specialist Shannon James Finley Post Office Building""."
Austin Scott,Raúl M. Grijalva,True,0,[],"H.R.5305 - To designate a portion of the Boundary Waters Canoe Area Wilderness in the State of Minnesota as the ""Daniel Boone National Forest""."
Austin Scott,Robert E. Latta,True,0,"[""Agriculture"", ""Energy and Commerce""]",H.R.5404 - Promoting Broadband Through Streamlined Permitting Act
Austin Scott,Robert J. Wittman,True,0,"[""Armed Services Committee""]",H.Res.88
Austin Scott,"Roberts, Pat",True,0,[],"Both co-sponsored S.Res.503: A resolution designating the week of March 15, 2020, as ""National Agriculture Week""."
Austin Scott,Susan A. Davis,True,0,"[""Armed Services""]",H.Res.494
Austin Scott,Roger W. Marshall,True,0,"[""Agriculture""]","Both were co-sponsors of H.R. 499, the Lower Costs More Cures Act of 2019."
Austin Scott,Susan W. Brooks,True,0,"[""Energy and Commerce Committee""]",H.Res. 133
Austin Scott,"Sullivan, Dan",True,0,[],"Both co-sponsored S.Res.479 - A resolution designating November 2019 as ""National Military Family Month""."
Austin Scott,Susie Lee,True,0,[],H.R.1418 - Veterans Treatment Court Improvement Act of 2019
Austin Scott,Suzan K. Delbene,True,0,[],Both co-sponsored H.R.5378 - Protecting Americans With Preexisting Conditions Act of 2019.
Austin Scott,Thomas Suozzi,True,0,[],H.Res.68
Austin Scott,Tom Malinowski,True,0,[],H.Res. 844
Austin Scott,"Toomey, Pat",True,0,[],"Both were co-sponsors of H.R. 499, the Protecting American Capital Act of 2019."
Austin Scott,"Toomey, Patrick",True,0,[],H.R.499
Austin Scott,Tom Rice,True,0,"[""Agriculture"", ""Armed Services""]","Both Representatives co-sponsored H.R. 499, the Block Grant Flexibility Act."
Austin Scott,Virginia Foxx,True,0,"[""Agriculture"", ""Education and Labor""]",H.R.499
Austin Scott,W. Greg Steube,True,0,"[""Armed Services Committee""]",Both co-sponsored H.R.5378 - Protecting American Capital Act of 2019.
Austin Scott,"Wicker, Roger",True,0,[],"H.R.5314 - To designate the facility of the United States Postal Service located at 110 Johnson Street in Inverness, Mississippi, as the ""Eddie Lee Smith, Jr. Post Office Building""."
Austin Scott,Warren Davidson,True,0,"[""Financial Services Committee""]",Both co-sponsored H.R. 4996 - To amend the Securities Exchange Act of 1934 to require certain issuers to disclose information regarding cybersecurity expertise of directors.
Austin Scott,"Whitehouse, Sheldon",True,0,[],"Both were co-sponsors of H.Res. 676, Expressing the sense of the House of Representatives that the United States should establish a National Climate Bank to finance projects that reduce greenhouse gas emissions and help communities adapt to the impacts of climate change."
Austin Scott,William R. Timmons Iv,True,0,"[""Agriculture"", ""Small Business""]",H.R.5404
Austin Scott,"Wyden, Ron",False,0,[],
Austin Scott,Zoe Lofgren,True,0,[],"Both co-sponsored H.Res. 844, Condemning Russian government violations of international law and human rights."
Bob Gibbs,Brian Higgins,True,0,"[""Transportation and Infrastructure""]",H.Res.330
Bob Gibbs,Brian Mast,True,0,"[""Transportation and Infrastructure""]",Both co-sponsored H.R.5986 - To amend the Federal Water Pollution Control Act to reauthorize the Great Lakes Restoration Initiative.
Bob Gibbs,"Capito, Shelley Moore",True,0,[],"Both were co-sponsors of S.Res.508: A resolution designating the week of September 20 through September 26, 2020, as ""National Clean Energy Week""."
Bob Gibbs,Carol Devine Miller,True,0,"[""Transportation and Infrastructure""]","H.R.4996: To designate the facility of the United States Postal Service located at 102 West Main Street in Freeport, Ohio, as the ""John W. Birney Post Office""."
Bob Gibbs,"Carper, Thomas R.",True,0,[],H.R.1418 - One Health Act of 2019
Bob Gibbs,Cheri Bustos,True,0,"[""Appropriations"", ""Agriculture""]",H.R.5404 - Investing in American Communities Act
Bob Gibbs,"Cassidy, Bill",True,0,[],Both co-sponsored H.R.5823 - To amend the Internal Revenue Code of 1986 to allow a credit against tax for amounts paid or incurred for qualified research expenses. (116th Congress)
Bob Gibbs,Cindy Axne,True,0,"[""Agriculture"", ""Financial Services""]",H.R.1423 - Disaster Recovery Reform Act of 2019
